Name;SRR341593;SRR341613;SRR341592;SRR341603;SRR341635;SRR341621;SRR341647;SRR341616;SRR341584;SRR341623;SRR341591;SRR341625;SRR341634;SRR341633;SRR341639;SRR341631;SRR341649;SRR341596;SRR341588;SRR341652;SRR341626;SRR341605;SRR341642;SRR341604;SRR341630;SRR341609;SRR341653;SRR341611;SRR341615;SRR341618;SRR341594;SRR341637;SRR341648;SRR341607;SRR341598;SRR341624;SRR341585;SRR341619;SRR341641;SRR341595;SRR341597;SRR341586;SRR341600;SRR341602;SRR341629;SRR341651;SRR341636;SRR341645;SRR341646;SRR341608;SRR341640;SRR341627;SRR341612;SRR341632;SRR341654;SRR341610;SRR341628;SRR341599;SRR341614;SRR341587;SRR341617;SRR341601;SRR341589;SRR341650;SRR341622;SRR341620;SRR341638;SRR341606;SRR341643;SRR341590;SRR341644
Bordetella petrii strain DSM 12804, complete genome;2.48825792455e-10;5.84159355466e-20;7.07693842364e-38;1.40531854656e-11;;;5.13685098359e-19;3.45577710727e-25;;5.57314972704e-28;1.64211050179e-18;4.23406396715e-39;4.67010368232e-37;1.49615207062e-28;5.67137566139e-28;;4.74623287436e-24;2.33709277971e-22;;3.44605688942e-37;;2.16269467664e-36;;;;2.14938180009e-38;;7.02150813757e-24;4.28492224746e-27;;1.8646010143e-39;2.47707120576e-13;;;1.13371174947e-20;1.5628628229e-35;1.26098466103e-25;2.75316464924e-28;3.05053334238e-37;2.53478588978e-26;4.93675932389e-25;2.24302520094e-39;3.23590620413e-10;;4.87142508965e-37;5.24079189338e-09;6.65615323439e-24;2.82818548408e-38;;1.57770030058e-09;8.44356465094e-38;1.65044625269e-38;8.32095993791e-30;;;5.12972095394e-24;;9.91671880691e-26;1.47871117602e-32;;1.57881744996e-27;;5.47206796639e-38;2.46779358797e-14;1.10626014929e-37;4.62018361504e-40;;1.94951684913e-29;7.53653812555e-41;9.75265647947e-08;
Thauera sp. MZ1T, complete genome;1.96117253351e-10;1.23999220839e-15;1.31223585511e-10;6.43050011442e-27;;4.90016205555e-10;1.68857198691e-13;3.12819725354e-14;;7.57947970002e-18;5.50680005957e-22;1.93527626719e-06;8.69778819723e-12;6.67328036388e-14;5.18407584962e-14;2.09562466418e-12;5.32607076226e-17;2.07676647374e-15;;4.76062436588e-15;2.35743686327e-11;4.35802427918e-26;;;9.53845766117e-13;2.20729026359e-25;5.16537466759e-11;1.20954341559e-27;0.000351683260163;4.47076446507e-20;1.91087622335e-37;;6.28448149971e-14;;3.12129207012e-10;1.38869190826e-28;2.51912567413e-14;5.43879999134e-14;2.31639713896e-17;5.93788410829e-20;5.01773402097e-12;4.0113361691e-16;8.3800870237e-13;5.73336656031e-17;1.14168543169e-13;6.60045913299e-14;2.80381457841e-38;4.13746460924e-11;3.22140105603e-16;8.7437947189e-13;1.7774392252e-14;4.65665836284e-12;4.41531215382e-10;6.27593602535e-22;;2.21015430879e-08;;9.46687090154e-10;1.65229449354e-08;3.47848136708e-09;9.25331243143e-15;1.52170939389e-08;8.67727866396e-36;4.01695285484e-09;6.35585803904e-28;3.13680909028e-36;3.08813227048e-18;2.53942300456e-15;3.26588272621e-14;3.94472724262e-35;5.73019615231e-12
Psychrobacter sp. PRwf-1, complete genome;1.91519684814e-10;;;1.23185291459e-37;;;;;;1.46188942677e-39;;1.0150519726e-35;1.48007128206e-23;3.50947303375e-41;2.89730011227e-39;7.41796913454e-36;7.23082408053e-07;1.05585494873e-37;;1.7566303578e-13;;2.78237853327e-40;;;;1.4351799927e-39;;3.37338796977e-37;;;;;;;2.3601460779e-07;;8.1989214983e-40;;1.41335014808e-40;3.87942279846e-23;1.85648977292e-36;1.19560277939e-37;;;1.41011005493e-37;;;;;3.44407209162e-27;5.74996738489e-40;1.01221418641e-39;1.2672805014e-37;;;;;1.92371489993e-36;6.3129268846e-39;;5.60475676515e-40;;7.65286908816e-40;1.21383992923e-34;1.40694477263e-40;1.29511254041e-38;5.0260808146e-13;;8.52575267962e-37;5.47123148825e-38;
Paenibacillus sp. JDR-2, complete genome;1.311605261e-10;1.60207698997e-18;;7.62385856841e-21;;1.29721351451e-13;3.81455479508e-07;3.38116234535e-10;1.06482079407e-08;1.67917214649e-15;4.58296394456e-17;2.26287230948e-12;5.27997592448e-25;3.39467746602e-07;5.6399098914e-20;1.2871878116e-17;2.17485196132e-08;1.55793594773e-06;;5.87122542406e-19;;2.64241360817e-20;2.16173076861e-13;2.65070438079e-14;8.79546557233e-12;9.00097636822e-14;1.79943262411e-21;1.30659661792e-12;3.17760411332e-15;6.5131711005e-23;7.55993550912e-26;;1.52336275577e-07;;1.2824349122e-16;2.16544077596e-14;3.34250462762e-15;9.91889466352e-08;3.52510977319e-32;3.58543494407e-09;6.34198337224e-18;3.35989177911e-25;1.87727968123e-17;2.53057818213e-18;3.55926964189e-30;;6.80813815752e-10;1.10848708762e-11;9.66262459478e-13;4.42338934153e-08;2.98118942243e-18;4.65218783552e-22;6.59986126308e-27;1.01615235452e-27;1.73672456949e-22;4.55535130285e-17;;2.42229544566e-08;1.3951492975e-36;;2.88307281274e-11;1.18849211279e-05;1.26171934271e-12;1.60455898014e-28;1.11635599165e-37;5.1993220586e-11;;2.20924844728e-14;9.1585120054e-13;8.59182587917e-09;
Vibrio sp. Ex25 chromosome 1, complete sequence;6.37912250652e-11;;1.26082946019e-37;;;;;2.23744837651e-35;;2.21244848461e-39;;1.85200663219e-07;2.89630041018e-12;1.11280472178e-06;2.59991376564e-10;;4.99968125638e-19;1.04360976202e-06;;3.37832997263e-10;4.18279740694e-07;;5.6471093444e-10;;1.5532130806e-07;7.03388760438e-09;8.37062497687e-08;;8.46133597885e-09;9.21651073764e-29;2.68351813488e-38;;;;2.47281170814e-38;;1.05895649194e-09;7.79353079795e-05;;;7.11224924506e-14;;9.43188024136e-09;;;;;6.25658364331e-16;;1.45038859626e-13;;4.68431599072e-22;;2.69157618289e-17;;;;7.02663150303e-07;;6.14300359455e-13;1.09701685259e-28;;8.4778072786e-07;5.72410263384e-30;1.40694477263e-40;7.59476623072e-13;;5.16386240507e-19;;;
Nostoc sp. PCC 7107, complete genome;1.0497805394e-12;5.94891096888e-20;;;;;;3.47288798029e-16;;2.84737180078e-39;;5.89180817152e-35;;1.80182353431e-41;6.38173348861e-35;;;;;2.2147190788e-16;;3.17760209179e-14;;;2.89266478325e-28;;;4.90188781867e-14;1.63997824594e-19;;;;;;;;1.71915162082e-15;;;;3.19747421757e-40;;;;;1.60191092029e-38;;3.14119334711e-39;;;;;;;;;;;;;1.80443105541e-14;;;;1.60674135508e-14;;;;3.8693876919e-41;5.30085488615e-39;
Thermoanaerobacter sp. X514, complete genome;1.69626528574e-14;7.77340563429e-10;6.33533756776e-29;;;;3.81461957244e-07;3.92418910398e-39;;2.86135284616e-28;1.29032451829e-15;9.11760756154e-10;2.5631067112e-29;6.2848025165e-18;1.06891788713e-29;1.18312168137e-08;;5.42094005894e-38;;;8.00177853931e-10;5.41933338434e-40;;;;;3.3254028473e-21;1.13692544927e-07;1.36838566666e-10;;1.08687699454e-39;;;;;1.05364720571e-27;3.307681008e-37;;5.97471298286e-16;9.25826101738e-06;;;;8.15182472213e-06;;6.07622782286e-38;;4.15082179814e-06;;1.89009149905e-05;1.05832016734e-30;9.74283724801e-09;3.81489792604e-12;4.82771497299e-08;4.04862530117e-08;;;2.61401869548e-26;9.08551140377e-38;;;;2.03977321214e-18;;7.13871905907e-08;;;3.66111626659e-09;;7.36332476944e-28;
Burkholderia sp. CCGE1003 chromosome 2, complete sequence;1.69426487217e-14;1.44715119393e-13;5.46115169717e-11;8.53760869164e-39;;;2.74997028761e-08;4.25884336501e-39;1.348443967e-12;3.43776276245e-37;;1.38684484309e-17;1.7338312355e-10;2.66674127921e-11;9.22962368092e-23;;3.3119197001e-16;2.3370927801e-22;;1.13846879726e-16;;8.91802569409e-13;;;4.56979095912e-09;9.17977003975e-38;2.25743931124e-08;;1.94546397567e-31;9.35960226825e-09;2.12963544454e-13;;;;1.100744874e-37;1.47051779417e-37;6.21969762305e-17;2.93508150703e-26;1.12518070211e-37;4.69546662485e-17;9.96317705863e-10;1.13255184442e-17;4.31106528332e-13;4.58926430927e-12;2.97649104095e-38;;;1.38750509478e-14;1.88894957064e-11;2.0010822224e-23;1.35282405368e-14;5.25814106725e-18;5.1610629065e-10;;;7.95320422739e-10;;2.38860340085e-08;2.38960564909e-24;8.83332559699e-14;3.71480444705e-21;;8.97330144013e-39;9.58523827599e-13;7.22349531804e-41;4.62018361504e-40;1.24584128305e-15;;2.56624998791e-11;5.1948722072e-14;2.28844459083e-16
Synergistetes bacterium SGP1, complete genome;1.69354528806e-14;4.21372787457e-30;2.79434734219e-22;2.73312043723e-11;;;1.00543497919e-07;2.00773801737e-17;;2.23355829085e-22;6.74138056804e-09;2.89006237861e-15;1.05841391145e-21;6.93668844628e-08;5.88053584798e-37;7.0192345917e-16;5.72241251774e-07;4.7427024499e-15;;1.45418386362e-08;5.05577416129e-26;3.17806780531e-36;;;3.61537001146e-09;9.37183389084e-14;;7.56767782327e-33;9.17950776484e-28;1.32360285622e-13;9.6674677234e-18;;;;1.64286382355e-21;2.08311645132e-34;4.83476883747e-14;2.69448998699e-19;2.61773544824e-20;4.20104283234e-21;6.60948320694e-07;5.84325888881e-07;;4.87503919171e-21;8.37873620726e-13;2.63246298492e-11;6.60600965287e-16;4.65629794791e-18;1.63768305936e-17;3.92110614483e-12;3.17445454157e-16;5.30025884765e-35;6.57047624823e-16;;1.60496644795e-21;;;2.79462214023e-13;2.57188430102e-14;3.67693848207e-18;1.24668099419e-13;;2.15271049362e-08;8.17281175549e-32;5.09386937051e-09;4.98163928715e-20;;1.58070418107e-15;7.86081260836e-19;1.98467377148e-15;1.03620888965e-09
Listeria monocytogenes strain J2-064, complete genome;2.92007784895e-15;2.57233753796e-16;1.05873691127e-21;5.5859602833e-13;;;2.53895667072e-14;6.33434612302e-12;3.65219355171e-15;9.11515509423e-12;1.01390095059e-12;7.13453170648e-18;2.87573645945e-09;2.98927406389e-14;9.3345733869e-16;1.48003106942e-15;7.06123190689e-12;1.59687040823e-06;;1.37329632639e-10;1.25420709358e-08;7.98243720395e-38;5.78462970807e-14;2.06223005364e-11;2.83096312317e-05;2.08291624246e-18;4.92878176035e-16;5.76246963685e-14;1.34992562732e-13;1.35919955315e-14;9.35312044716e-13;3.97398933017e-14;2.44717945329e-13;;5.63510076328e-13;1.56947247696e-06;8.91614737627e-13;2.06081763684e-13;1.26828447874e-11;4.48961540287e-08;4.45967220509e-10;1.30426401447e-13;4.13458514567e-13;5.48698452991e-17;1.65757870436e-12;3.06471590474e-17;1.73354546549e-15;2.16480537483e-11;4.29653776312e-13;5.7255140306e-15;1.57266821491e-18;6.73696894938e-17;4.8020180725e-15;2.29565091826e-16;3.99402979474e-06;6.27940577913e-18;;1.07772346253e-16;5.30332601849e-20;2.76572152908e-17;6.41225246329e-16;;9.26604365362e-14;1.95590477361e-11;4.51051853404e-13;1.11435877993e-15;2.3032945581e-17;3.64790753416e-12;1.34683209638e-11;7.14062330645e-15;5.67317645871e-12
Pandoraea sp. RB-44 genome;2.29535595968e-15;2.10711317714e-18;1.60457418876e-40;9.70238011079e-24;1.24928739927e-11;3.15717034413e-07;2.23054540097e-11;4.98265837551e-22;2.24057170079e-15;2.12693499477e-16;3.61698017296e-14;2.67487677161e-39;5.69312501533e-12;1.99433091329e-17;2.73787154666e-30;4.95762630288e-17;1.17449599438e-26;3.8975044509e-09;;4.07772900002e-07;5.83470271865e-11;3.17753640589e-14;;;7.40096113047e-13;;1.80230807507e-10;4.20815701886e-38;8.91881296554e-14;1.70663100651e-08;9.59890934311e-15;;9.23119378146e-13;;;;3.81308520592e-11;5.76750278306e-12;2.75283019535e-40;4.12548214017e-21;9.31664428136e-17;2.33733313382e-26;8.08419713503e-13;6.20665367532e-13;1.19036279634e-18;5.40902808064e-11;;2.11386178578e-22;1.48086467964e-12;1.23940204759e-17;;7.26452064197e-22;7.07029806128e-14;;;1.27034690763e-15;;4.02100091872e-12;;6.33069334931e-22;7.58521344283e-41;;4.46515633361e-25;8.22750829697e-10;;3.88093084341e-24;;1.46390955462e-08;5.95107360089e-27;5.37994716976e-14;1.63040506794e-09
Enterobacteriaceae bacterium strain FGI 57, complete genome;2.29196963778e-15;2.15848468045e-08;1.53775923896e-09;;;4.91858027538e-13;;1.23362938193e-11;5.43518528343e-07;;4.60310256217e-17;6.86504896119e-06;1.92742677668e-06;4.64275581881e-05;4.738644641e-23;3.55645801522e-06;3.88053752601e-06;3.38845561917e-05;4.01250859228e-08;8.93522009882e-14;5.02861448488e-07;5.49961236325e-07;4.1690267775e-11;5.419773705e-07;8.41987575002e-07;1.45641999952e-06;1.47765423009e-05;4.86803803174e-11;1.06381488618e-06;2.96418923786e-12;2.26469319355e-11;1.72173737649e-14;;2.68044055075e-07;7.09633620362e-06;8.10713376757e-07;6.4551112962e-37;4.78851082048e-10;7.82989989892e-06;1.56507085903e-20;8.9995598437e-09;1.44663563298e-09;;;5.44737207713e-27;3.40787787281e-07;3.8372529433e-06;8.98042611162e-40;3.63926793283e-12;8.11507004466e-10;3.38716600169e-07;1.15041056299e-24;1.7102549715e-11;4.35926815208e-23;4.84972699835e-07;;1.00235822292e-05;2.77714531153e-06;1.77830359852e-26;3.06826036105e-10;4.86816227285e-10;8.96923583951e-07;2.87891660763e-08;3.82996077543e-07;5.27536225357e-09;;8.29939428554e-08;7.74707674867e-07;7.65307901024e-08;8.44999539922e-09;2.51215710071e-07
Clostridium sticklandii str. DSM 519 chromosome, complete genome;1.18182760177e-15;3.12105302299e-18;4.54315748236e-17;1.69260574679e-12;1.6623656545e-12;2.16677880854e-08;1.0639978974e-16;1.48344783732e-16;6.91539467759e-14;6.71257763964e-19;1.29032436908e-15;8.56903579786e-12;6.36277277058e-19;1.13852344061e-17;6.41305816523e-24;2.43735022665e-22;4.16899360869e-11;6.04644126473e-14;;4.26418428365e-11;1.68848233648e-18;7.40645955492e-19;9.14593097959e-16;5.01361696899e-14;4.93305657229e-14;2.36039823265e-12;1.26771189629e-09;3.83401641216e-33;2.70742104176e-10;6.39386870144e-11;2.88182255776e-14;3.5017090552e-14;6.10304667094e-13;;1.73510667176e-17;3.1639194327e-13;1.6044110483e-16;6.09606454249e-13;2.06727488292e-15;1.3077903701e-15;8.00970128671e-21;2.07434019169e-19;;;1.28246001906e-09;3.52294510471e-15;1.09212138084e-18;2.97360284016e-27;2.54678862262e-16;7.62452877079e-12;3.37026816127e-14;6.68106403174e-21;2.17296911114e-31;1.07099844767e-13;6.78350268648e-14;1.73042638338e-16;;1.06441898669e-12;1.18056415561e-11;4.47694620617e-12;4.72957273198e-13;;6.8866854197e-11;1.83430975357e-15;1.21346534512e-37;4.68880580523e-07;3.08840385716e-18;1.07450622842e-13;4.59133438323e-18;1.318359387e-16;
Oceanimonas sp. GK1, complete genome;6.07071569163e-16;;8.92113564862e-39;;;;2.46815852059e-32;8.53289464171e-35;;1.21931509197e-37;2.32429454203e-36;1.22634512816e-21;2.34218476104e-09;1.09778501166e-37;5.84988658568e-39;2.83052305721e-35;5.72241284837e-07;1.94335976955e-28;2.34529393774e-10;1.45437781176e-08;1.50039451725e-11;4.00437583957e-39;;8.06707977283e-09;3.61536994158e-09;1.76558698739e-33;1.34926178917e-07;8.37784741007e-40;2.65866060074e-10;;3.23660908553e-35;;;4.15870555888e-07;3.3630165825e-28;9.16291070028e-10;1.1183421943e-37;5.36319570446e-28;5.71796376593e-39;1.84911682124e-38;2.03410481058e-36;7.94617033471e-08;2.72546135992e-09;;4.51977801622e-37;1.63272969144e-16;7.55464972403e-09;1.09960068748e-35;5.60964078144e-12;3.99244786348e-12;9.41043525121e-24;3.03218120618e-25;4.54309015198e-28;;7.77560752165e-13;3.8065006463e-12;;3.92880840546e-38;3.44899336504e-37;;1.04174030386e-08;;2.74349164565e-30;6.96258107607e-40;1.17642663962e-35;7.14625978199e-28;;1.131911181e-25;1.23985659466e-37;6.9206623466e-40;1.03622849601e-09
Clostridium sp. BNL1100, complete genome;6.04548318908e-16;1.33879159337e-13;8.84690735235e-17;7.12803767584e-36;2.3936607644e-11;3.48626891528e-11;7.43447285908e-07;1.57197635196e-14;;4.96175632987e-12;5.19168107349e-39;2.23600351372e-31;7.1793441137e-15;1.07827157817e-13;5.99165014525e-23;1.36715590327e-15;4.99351834346e-14;5.41345748307e-19;;1.44710623255e-19;;1.13353887257e-15;7.18662960833e-13;;1.4375381845e-17;2.65623173465e-19;6.50238630991e-25;7.53707800893e-22;2.67109492204e-21;1.91803688462e-15;9.66740726576e-18;;;2.73038809878e-10;1.27534259732e-24;1.77169405438e-31;3.9557820406e-11;7.79290681052e-16;9.39894680927e-11;7.89105905706e-14;1.99652264589e-36;8.85667399388e-28;;;2.33701701624e-22;6.52121937826e-38;8.46563360816e-27;4.92504628993e-26;1.89155150655e-15;5.83029536343e-11;1.95744834763e-10;1.15782216681e-13;2.72236429365e-35;1.37791907064e-09;3.52999835898e-17;;;3.53145811021e-11;3.51787233175e-15;;4.42933594437e-26;3.15178289528e-08;1.55438098912e-06;2.31650077974e-27;5.73637504116e-16;8.2360866681e-14;;1.74815839226e-11;1.39163446152e-13;8.32276762982e-17;
Azoarcus sp. KH32C DNA, complete genome;1.24732624322e-16;1.51030344872e-18;1.44014952986e-11;9.70238011079e-24;;;8.8473743758e-23;2.28686282479e-17;;6.70229371963e-22;6.65437447871e-27;1.15320131225e-23;6.59905424861e-21;3.29944547203e-16;8.62605189653e-20;1.92378177989e-38;4.03492907843e-19;1.16753604637e-37;;9.64661854596e-15;;1.82855301787e-32;;;3.16247780779e-21;4.57268731943e-23;3.90805435417e-19;1.24635307547e-38;5.63160324982e-23;3.10643849942e-21;4.36758838153e-33;;;2.5552275836e-12;1.88641430348e-11;;3.81590482224e-11;8.477940714e-36;4.81418873382e-22;2.39684174326e-17;3.42429943991e-12;1.19890364495e-26;;5.84192449409e-15;1.98569358828e-39;3.75170383897e-32;;6.56207451881e-39;1.38369791154e-25;1.7670880541e-27;2.48035803875e-24;5.49635483806e-30;1.00733929731e-27;;;;;1.81631507763e-27;8.60742654927e-29;5.25723249738e-09;1.77986747488e-38;;1.6006091671e-26;1.18819586079e-13;3.87877788113e-19;8.77476332453e-20;;4.41386357605e-25;1.93713159767e-21;7.4116356881e-24;1.17225751389e-16
Geobacillus sp. Y4.1MC1, complete genome;8.71954678349e-17;;;8.72573952434e-19;;;6.29983312569e-37;;;;6.59238248461e-27;;;2.79571502621e-16;;2.49180542926e-28;1.48879781038e-18;1.42894428543e-38;;2.06232599015e-40;;1.02764641734e-38;;;1.64818542114e-13;7.36845977146e-40;;;7.41624897466e-20;;;8.46185152168e-17;;;;1.08695581236e-36;;;;3.22585147047e-29;2.38597853897e-17;;;;1.94329515239e-28;1.60953945708e-27;;;1.95887682336e-28;6.6709950173e-38;;;2.32110520343e-39;4.93001632021e-19;;;;5.44180594014e-13;;2.55398397987e-19;;;3.52662023628e-11;;;;;3.60381446042e-09;8.6100584313e-15;;
Carnobacterium sp. WN1359, complete genome;2.23818622263e-17;1.60207665263e-18;;;;;1.63513782624e-17;2.69100293944e-29;1.12061509944e-15;1.66732512045e-13;1.5670564093e-39;8.04001275275e-11;3.25934646627e-19;2.33942211371e-11;;6.39691738268e-31;1.85898492998e-39;1.28227583995e-09;;2.50939983463e-12;1.17902249738e-08;2.62927194319e-31;;5.14693748415e-12;3.39985918546e-11;1.44222576015e-28;;3.63664626932e-09;1.83830990906e-22;;4.64457420867e-31;;1.10971410891e-17;;8.82150684252e-40;3.66294391714e-29;5.51304277069e-36;;1.60503630061e-14;2.68459279426e-38;4.12964878044e-10;5.16701787338e-11;;1.06862412825e-16;;9.30101235325e-35;1.21241461488e-36;2.85814267362e-37;2.55906866727e-16;4.63572935569e-36;4.03460629236e-19;1.36988293614e-40;2.46993801361e-37;3.04386156187e-13;5.23874422707e-15;4.28365215301e-19;;3.6638931585e-27;9.25825736078e-16;1.67695539677e-11;1.47739784313e-40;;4.00359838011e-11;2.32351104719e-16;;5.98458411414e-10;;6.60969769789e-14;7.03313090015e-39;;6.36668746041e-15
Rhizobium sp. IRBG74 chromosome II, complete sequence;5.68120680354e-18;;3.33955611547e-38;;;;1.95157992534e-18;5.96958961655e-39;;;2.55880823027e-37;3.63482899045e-37;1.53927274276e-28;6.3573398425e-38;1.89493268889e-36;1.31366287313e-28;3.91813972196e-41;1.00757481519e-06;;1.36080034748e-21;;1.19839408831e-39;1.68350827954e-06;;;6.18740346496e-24;;4.31416383177e-29;1.6255571492e-26;7.7378925469e-13;2.33806611502e-37;2.06986785148e-08;;;1.1997224388e-29;4.11940873206e-36;2.44650287773e-36;3.96233146322e-27;4.23382105846e-26;1.03916172067e-36;8.55319486855e-08;4.52144566668e-36;;;7.87830034837e-15;;1.8726104455e-11;3.79553169033e-37;1.3020191598e-27;1.74743183042e-30;8.92880999433e-37;1.12001257212e-37;6.20294936627e-22;3.2369010487e-11;;;;4.76435250774e-39;2.27423971698e-18;9.15581050744e-10;3.09028525806e-16;;8.86355160202e-36;3.22997734235e-37;3.37286480152e-36;2.33318368745e-24;;;3.94501657108e-38;1.18159873836e-36;
Exiguobacterium sp. MH3, complete genome;7.68867731912e-19;;6.08722158455e-40;;;;3.79564801205e-18;3.45792998674e-10;;3.30062679064e-16;6.33444076135e-40;5.2099485437e-39;;1.63527579415e-12;6.23534051273e-19;3.7066647656e-27;;2.92674560158e-39;;6.24358763846e-17;;1.42822343692e-12;4.28742695389e-20;1.19650117298e-16;2.22285368475e-14;1.4351799927e-39;;2.74527533844e-34;;5.51704564856e-14;2.52346306394e-40;;9.46666238134e-13;;1.63162105463e-19;6.73744981e-20;1.41946626093e-13;2.19222068242e-36;1.41335014808e-40;1.66435386539e-18;2.46572953332e-17;4.52450288958e-37;;4.42392846028e-16;4.14334152583e-38;1.43183386998e-37;4.94232205494e-12;3.33790586181e-36;1.88282410745e-15;2.52938560485e-15;;;2.20418925806e-19;;;;;6.44784996074e-40;1.84354094359e-37;;2.07929662502e-10;;7.05168664264e-11;2.05204090585e-20;2.02486311183e-39;6.02171533386e-38;;;6.60862331507e-16;5.12493997525e-36;
Exiguobacterium sp. AT1b, complete genome;2.02671333729e-19;;1.7063447696e-18;;1.42104091843e-11;;2.33223639405e-23;3.06991803552e-18;3.14044803716e-14;2.00046822461e-18;6.06718099086e-20;4.62961990353e-32;5.58010821351e-15;6.52295751952e-10;3.678935767e-28;3.79518377548e-36;9.85688729148e-11;1.28235198705e-09;;;;3.17693511811e-36;1.57522432419e-19;1.19657286657e-16;2.5482919717e-14;3.4449743437e-22;2.62460089865e-29;1.20342219991e-38;1.62559573172e-26;4.35717562921e-22;3.0910442841e-37;;;;1.19386112711e-40;1.67824580504e-11;3.39373317977e-15;1.69995330904e-22;8.81173721697e-24;3.68608755256e-14;9.02930218171e-10;1.19560277939e-37;1.20033207341e-11;;5.12247259944e-29;7.80892501991e-19;3.68273074775e-11;3.15292595118e-20;;3.57198151806e-16;8.97317625979e-37;1.01221418641e-39;1.27975402034e-15;2.57739812452e-19;2.77444298084e-14;1.63299608605e-18;;6.12295803069e-20;2.02091633243e-11;1.88715389646e-18;4.68340892382e-35;;4.79051366818e-14;1.25960485671e-40;1.60674134142e-14;1.16772254458e-09;;;3.54292418409e-16;3.01939159576e-10;
Halothece sp. PCC 7418, complete genome;2.74285827709e-20;;;1.16111215018e-28;;;1.05878390135e-27;;;;8.87823336694e-39;;1.02315213729e-35;6.08961749485e-34;;4.82965400519e-39;3.29011381762e-25;;;;;2.21391597497e-23;;;;;;;;1.17272351844e-31;;;;;;;;6.82441286318e-31;2.44619533601e-33;6.68161886885e-27;;1.12151260047e-39;;;4.01052728823e-37;6.07622782286e-38;;;;1.8723681103e-36;;;;7.35629348241e-27;;;;;;;1.88941688825e-32;;;9.31625130088e-25;;;1.5440653915e-18;;;;
Nitrosomonas sp. AL212, complete genome;1.40870278175e-20;1.0175761729e-12;1.12588733624e-19;;;1.61945007548e-09;8.01094285819e-09;1.37473579549e-40;;6.73943683257e-11;1.84795192228e-25;2.68800860252e-28;1.67568187758e-19;1.50565076451e-36;1.31364525925e-12;;1.59625072262e-16;;1.168116048e-10;4.56487625196e-25;5.01372863756e-13;6.99890255971e-10;;;4.89249031308e-21;;;;;9.86051946493e-16;;;6.85629404273e-12;;2.86164331724e-23;;;4.63541739091e-12;1.52457593062e-27;5.2451781742e-39;5.18399654107e-10;2.95627511845e-40;1.29139833648e-18;;;5.71381884094e-40;;8.09758492415e-11;9.66161105546e-16;2.40689360724e-38;6.14468838713e-27;2.25258447898e-13;1.49878137518e-11;;;3.16581018391e-18;;1.93302408336e-38;1.12081525362e-09;;8.06631890977e-39;;1.59289957383e-26;6.05742602776e-39;7.22349531804e-41;;;;3.70008170374e-10;1.44220096227e-38;1.84848111347e-13
Pseudogulbenkiania sp. NH8B DNA, complete genome;5.13524200269e-22;5.40498006196e-24;2.8050133147e-11;1.16033831722e-28;1.34106520279e-09;1.47074570016e-12;1.76038235749e-25;9.09331038588e-22;;8.06031029312e-16;5.18032397998e-24;2.2522563447e-12;9.13647776355e-18;3.76236423419e-14;3.95968789574e-18;5.05287075216e-28;1.02879211231e-24;1.43595945481e-27;;5.16230541597e-21;1.85698760535e-16;7.37027823389e-30;;1.23919328524e-16;4.30548162316e-25;1.44222575398e-28;;3.53597339014e-26;2.47814270667e-34;6.00755277164e-18;8.49006261359e-13;;1.25497229818e-13;;5.4734873509e-23;1.22804983564e-32;2.1833714673e-18;3.98196842104e-16;4.23935376257e-26;4.38721209264e-19;7.86111314875e-16;2.9781531567e-29;;1.74625012096e-22;2.52728391903e-20;3.1699749296e-16;3.88770313161e-35;2.6732464016e-17;1.78262862977e-14;3.7130701739e-14;2.6308602057e-14;1.41396784424e-15;4.05692116241e-10;;;5.01712659763e-15;;4.52428604398e-19;3.95711911821e-11;8.56913793248e-23;8.19773442009e-21;;2.29248770177e-25;2.04709039641e-31;7.29459445224e-19;4.62994134798e-27;;4.54442246461e-34;1.37286810215e-11;1.04368772315e-35;
Shewanella sp. MR-7, complete genome;5.0237200961e-22;;;;;;;;;4.40072401662e-14;;8.05254392539e-14;3.4857762931e-09;;;3.37228503759e-29;7.2838017138e-10;2.0767665934e-15;5.06085738446e-08;2.32725468462e-09;;1.27563123475e-22;;5.77681120829e-19;;;3.32528489351e-21;;;;;;;;1.95244721364e-35;2.89048031869e-15;;;;4.35929092669e-16;4.77219139624e-17;1.38744095854e-11;;;1.42714777791e-35;1.7200302243e-14;7.06935637788e-22;4.11723707339e-22;;4.95343488469e-26;3.36305015728e-25;3.07369862107e-25;;4.12915349593e-22;;;;1.78903905292e-18;;6.73222915972e-20;;;;1.26754502214e-14;;;;4.06512082302e-38;;4.06784595716e-11;
